clustering coefficient,degree
0.002849003,27
0.390769231,26
0.344615385,26
0.332307692,26
0.267692308,26
0.249230769,26
0.24,26
0.221538462,26
0.212307692,26
0.206153846,26
0.203076923,26
0.193846154,26
0.193846154,26
0.193846154,26
0.193846154,26
0.187692308,26
0.153846154,26
0.147692308,26
0.147692308,26
0.138461538,26
0.135384615,26
0.132307692,26
0.132307692,26
0.12,26
0.116923077,26
0.116923077,26
0.113846154,26
0.110769231,26
0.107692308,26
0.101538462,26
0.092307692,26
0.092307692,26
0.092307692,26
0.086153846,26
0.083076923,26
0.083076923,26
0.076923077,26
0.073846154,26
0.073846154,26
0.067692308,26
0.067692308,26
0.064615385,26
0.064615385,26
0.061538462,26
0.061538462,26
0.058461538,26
0.055384615,26
0.046153846,26
0.046153846,26
0.046153846,26
0.043076923,26
0.043076923,26
0.043076923,26
0.04,26
0.04,26
0.036923077,26
0.027692308,26
0.027692308,26
0.024615385,26
0.024615385,26
0.021538462,26
0.018461538,26
0.018461538,26
0.012307692,26
0.009230769,26
0.416666667,25
0.346666667,25
0.313333333,25
0.29,25
0.266666667,25
0.256666667,25
0.246666667,25
0.24,25
0.196666667,25
0.193333333,25
0.186666667,25
0.18,25
0.173333333,25
0.156666667,25
0.15,25
0.14,25
0.14,25
0.126666667,25
0.12,25
0.116666667,25
0.113333333,25
0.11,25
0.106666667,25
0.103333333,25
0.103333333,25
0.093333333,25
0.093333333,25
0.086666667,25
0.086666667,25
0.086666667,25
0.073333333,25
0.073333333,25
0.073333333,25
0.066666667,25
0.06,25
0.056666667,25
0.053333333,25
0.053333333,25
0.053333333,25
0.04,25
0.04,25
0.036666667,25
0.036666667,25
0.036666667,25
0.033333333,25
0.033333333,25
0.03,25
0.026666667,25
0.02,25
0.016666667,25
0.013333333,25
0.013333333,25
0.01,25
0.01,25
0.01,25
0.003333333,25
0.384057971,24
0.369565217,24
0.365942029,24
0.304347826,24
0.268115942,24
0.257246377,24
0.25,24
0.235507246,24
0.231884058,24
0.213768116,24
0.202898551,24
0.202898551,24
0.195652174,24
0.184782609,24
0.184782609,24
0.184782609,24
0.173913043,24
0.163043478,24
0.163043478,24
0.152173913,24
0.152173913,24
0.148550725,24
0.144927536,24
0.144927536,24
0.144927536,24
0.141304348,24
0.137681159,24
0.137681159,24
0.134057971,24
0.134057971,24
0.130434783,24
0.126811594,24
0.123188406,24
0.123188406,24
0.119565217,24
0.112318841,24
0.108695652,24
0.108695652,24
0.108695652,24
0.101449275,24
0.101449275,24
0.101449275,24
0.097826087,24
0.097826087,24
0.094202899,24
0.094202899,24
0.094202899,24
0.083333333,24
0.083333333,24
0.083333333,24
0.076086957,24
0.076086957,24
0.076086957,24
0.072463768,24
0.072463768,24
0.065217391,24
0.057971014,24
0.057971014,24
0.057971014,24
0.054347826,24
0.050724638,24
0.050724638,24
0.047101449,24
0.043478261,24
0.039855072,24
0.036231884,24
0.036231884,24
0.032608696,24
0.025362319,24
0.025362319,24
0.02173913,24
0.018115942,24
0.018115942,24
0.018115942,24
0.018115942,24
0.014492754,24
0.014492754,24
0.010869565,24
0.446640316,23
0.320158103,23
0.300395257,23
0.268774704,23
0.252964427,23
0.252964427,23
0.252964427,23
0.23715415,23
0.213438735,23
0.213438735,23
0.201581028,23
0.197628458,23
0.181818182,23
0.177865613,23
0.177865613,23
0.169960474,23
0.166007905,23
0.154150198,23
0.146245059,23
0.14229249,23
0.138339921,23
0.130434783,23
0.130434783,23
0.126482213,23
0.126482213,23
0.122529644,23
0.122529644,23
0.118577075,23
0.118577075,23
0.114624506,23
0.106719368,23
0.102766798,23
0.102766798,23
0.102766798,23
0.098814229,23
0.098814229,23
0.09486166,23
0.09486166,23
0.09486166,23
0.090909091,23
0.090909091,23
0.086956522,23
0.083003953,23
0.083003953,23
0.079051383,23
0.079051383,23
0.071146245,23
0.071146245,23
0.067193676,23
0.067193676,23
0.067193676,23
0.063241107,23
0.063241107,23
0.063241107,23
0.055335968,23
0.051383399,23
0.051383399,23
0.051383399,23
0.04743083,23
0.04743083,23
0.043478261,23
0.039525692,23
0.035573123,23
0.035573123,23
0.035573123,23
0.035573123,23
0.031620553,23
0.031620553,23
0.019762846,23
0.019762846,23
0.015810277,23
0.015810277,23
0.015810277,23
0.015810277,23
0.011857708,23
0.011857708,23
0.007905138,23
0.003952569,23
0.003952569,23
0.003952569,23
0.003952569,23
0.454545455,22
0.441558442,22
0.324675325,22
0.316017316,22
0.303030303,22
0.294372294,22
0.29004329,22
0.281385281,22
0.277056277,22
0.251082251,22
0.238095238,22
0.225108225,22
0.203463203,22
0.203463203,22
0.199134199,22
0.199134199,22
0.186147186,22
0.186147186,22
0.181818182,22
0.177489177,22
0.177489177,22
0.173160173,22
0.173160173,22
0.168831169,22
0.164502165,22
0.164502165,22
0.164502165,22
0.16017316,22
0.155844156,22
0.155844156,22
0.147186147,22
0.142857143,22
0.138528139,22
0.12987013,22
0.125541126,22
0.125541126,22
0.125541126,22
0.125541126,22
0.125541126,22
0.116883117,22
0.103896104,22
0.103896104,22
0.103896104,22
0.095238095,22
0.095238095,22
0.090909091,22
0.090909091,22
0.090909091,22
0.086580087,22
0.086580087,22
0.086580087,22
0.086580087,22
0.082251082,22
0.077922078,22
0.073593074,22
0.073593074,22
0.069264069,22
0.069264069,22
0.069264069,22
0.069264069,22
0.069264069,22
0.064935065,22
0.060606061,22
0.060606061,22
0.060606061,22
0.056277056,22
0.051948052,22
0.047619048,22
0.047619048,22
0.038961039,22
0.038961039,22
0.038961039,22
0.03030303,22
0.03030303,22
0.03030303,22
0.021645022,22
0.021645022,22
0.021645022,22
0.021645022,22
0.017316017,22
0.017316017,22
0.012987013,22
0.012987013,22
0.008658009,22
0.008658009,22
0.004329004,22
0.69047619,21
0.642857143,21
0.6,21
0.433333333,21
0.342857143,21
0.30952381,21
0.3,21
0.3,21
0.276190476,21
0.252380952,21
0.238095238,21
0.214285714,21
0.20952381,21
0.20952381,21
0.204761905,21
0.2,21
0.2,21
0.195238095,21
0.185714286,21
0.180952381,21
0.180952381,21
0.176190476,21
0.171428571,21
0.171428571,21
0.166666667,21
0.161904762,21
0.152380952,21
0.152380952,21
0.147619048,21
0.147619048,21
0.138095238,21
0.133333333,21
0.133333333,21
0.133333333,21
0.133333333,21
0.128571429,21
0.123809524,21
0.123809524,21
0.119047619,21
0.119047619,21
0.119047619,21
0.114285714,21
0.114285714,21
0.104761905,21
0.104761905,21
0.104761905,21
0.104761905,21
0.104761905,21
0.104761905,21
0.1,21
0.095238095,21
0.09047619,21
0.09047619,21
0.09047619,21
0.09047619,21
0.085714286,21
0.085714286,21
0.080952381,21
0.080952381,21
0.076190476,21
0.076190476,21
0.076190476,21
0.076190476,21
0.071428571,21
0.071428571,21
0.071428571,21
0.066666667,21
0.066666667,21
0.061904762,21
0.061904762,21
0.057142857,21
0.057142857,21
0.057142857,21
0.057142857,21
0.057142857,21
0.057142857,21
0.052380952,21
0.052380952,21
0.047619048,21
0.047619048,21
0.047619048,21
0.047619048,21
0.042857143,21
0.042857143,21
0.042857143,21
0.042857143,21
0.038095238,21
0.038095238,21
0.038095238,21
0.028571429,21
0.028571429,21
0.028571429,21
0.019047619,21
0.019047619,21
0.019047619,21
0.014285714,21
0.00952381,21
0.004761905,21
0.004761905,21
0.004761905,21
0.004761905,21
0.436842105,20
0.357894737,20
0.352631579,20
0.336842105,20
0.3,20
0.289473684,20
0.289473684,20
0.273684211,20
0.273684211,20
0.268421053,20
0.257894737,20
0.252631579,20
0.231578947,20
0.226315789,20
0.221052632,20
0.221052632,20
0.210526316,20
0.205263158,20
0.194736842,20
0.194736842,20
0.194736842,20
0.184210526,20
0.184210526,20
0.178947368,20
0.178947368,20
0.178947368,20
0.173684211,20
0.173684211,20
0.168421053,20
0.168421053,20
0.168421053,20
0.168421053,20
0.163157895,20
0.163157895,20
0.163157895,20
0.163157895,20
0.157894737,20
0.147368421,20
0.147368421,20
0.147368421,20
0.142105263,20
0.136842105,20
0.136842105,20
0.131578947,20
0.131578947,20
0.131578947,20
0.126315789,20
0.126315789,20
0.126315789,20
0.126315789,20
0.121052632,20
0.121052632,20
0.121052632,20
0.115789474,20
0.115789474,20
0.115789474,20
0.110526316,20
0.110526316,20
0.110526316,20
0.105263158,20
0.105263158,20
0.1,20
0.1,20
0.1,20
0.094736842,20
0.094736842,20
0.094736842,20
0.089473684,20
0.089473684,20
0.084210526,20
0.084210526,20
0.084210526,20
0.084210526,20
0.078947368,20
0.078947368,20
0.078947368,20
0.078947368,20
0.068421053,20
0.068421053,20
0.063157895,20
0.063157895,20
0.063157895,20
0.063157895,20
0.057894737,20
0.057894737,20
0.057894737,20
0.057894737,20
0.057894737,20
0.052631579,20
0.052631579,20
0.052631579,20
0.052631579,20
0.052631579,20
0.047368421,20
0.047368421,20
0.047368421,20
0.042105263,20
0.036842105,20
0.036842105,20
0.036842105,20
0.031578947,20
0.026315789,20
0.026315789,20
0.026315789,20
0.026315789,20
0.026315789,20
0.026315789,20
0.021052632,20
0.021052632,20
0.015789474,20
0.010526316,20
0.010526316,20
0.010526316,20
0.005263158,20
0.005263158,20
0.380116959,19
0.350877193,19
0.350877193,19
0.321637427,19
0.315789474,19
0.315789474,19
0.304093567,19
0.292397661,19
0.274853801,19
0.274853801,19
0.263157895,19
0.257309942,19
0.239766082,19
0.239766082,19
0.239766082,19
0.233918129,19
0.228070175,19
0.228070175,19
0.222222222,19
0.222222222,19
0.216374269,19
0.216374269,19
0.210526316,19
0.204678363,19
0.204678363,19
0.198830409,19
0.198830409,19
0.198830409,19
0.198830409,19
0.192982456,19
0.192982456,19
0.187134503,19
0.18128655,19
0.18128655,19
0.175438596,19
0.175438596,19
0.175438596,19
0.169590643,19
0.169590643,19
0.152046784,19
0.14619883,19
0.140350877,19
0.140350877,19
0.140350877,19
0.134502924,19
0.134502924,19
0.134502924,19
0.128654971,19
0.128654971,19
0.122807018,19
0.122807018,19
0.122807018,19
0.122807018,19
0.116959064,19
0.116959064,19
0.116959064,19
0.111111111,19
0.111111111,19
0.111111111,19
0.111111111,19
0.111111111,19
0.111111111,19
0.105263158,19
0.105263158,19
0.105263158,19
0.105263158,19
0.105263158,19
0.099415205,19
0.099415205,19
0.099415205,19
0.099415205,19
0.099415205,19
0.093567251,19
0.093567251,19
0.093567251,19
0.093567251,19
0.093567251,19
0.087719298,19
0.087719298,19
0.087719298,19
0.087719298,19
0.087719298,19
0.081871345,19
0.081871345,19
0.081871345,19
0.076023392,19
0.076023392,19
0.070175439,19
0.070175439,19
0.070175439,19
0.070175439,19
0.070175439,19
0.070175439,19
0.064327485,19
0.064327485,19
0.064327485,19
0.064327485,19
0.058479532,19
0.058479532,19
0.052631579,19
0.052631579,19
0.052631579,19
0.052631579,19
0.046783626,19
0.035087719,19
0.035087719,19
0.035087719,19
0.035087719,19
0.029239766,19
0.029239766,19
0.023391813,19
0.023391813,19
0.023391813,19
0.023391813,19
0.023391813,19
0.01754386,19
0.01754386,19
0.01754386,19
0.01754386,19
0.01754386,19
0.011695906,19
0.011695906,19
0.011695906,19
0.005847953,19
0.005847953,19
0.005847953,19
0.673202614,18
0.529411765,18
0.37254902,18
0.333333333,18
0.320261438,18
0.320261438,18
0.31372549,18
0.307189542,18
0.300653595,18
0.300653595,18
0.300653595,18
0.287581699,18
0.281045752,18
0.261437908,18
0.261437908,18
0.261437908,18
0.261437908,18
0.254901961,18
0.248366013,18
0.248366013,18
0.241830065,18
0.235294118,18
0.22875817,18
0.222222222,18
0.222222222,18
0.215686275,18
0.215686275,18
0.209150327,18
0.209150327,18
0.202614379,18
0.202614379,18
0.196078431,18
0.196078431,18
0.189542484,18
0.189542484,18
0.189542484,18
0.189542484,18
0.189542484,18
0.183006536,18
0.183006536,18
0.176470588,18
0.176470588,18
0.176470588,18
0.176470588,18
0.176470588,18
0.176470588,18
0.169934641,18
0.169934641,18
0.169934641,18
0.169934641,18
0.163398693,18
0.163398693,18
0.163398693,18
0.163398693,18
0.163398693,18
0.156862745,18
0.156862745,18
0.156862745,18
0.150326797,18
0.150326797,18
0.150326797,18
0.150326797,18
0.150326797,18
0.150326797,18
0.14379085,18
0.14379085,18
0.137254902,18
0.137254902,18
0.137254902,18
0.137254902,18
0.130718954,18
0.130718954,18
0.130718954,18
0.130718954,18
0.130718954,18
0.130718954,18
0.124183007,18
0.124183007,18
0.124183007,18
0.117647059,18
0.117647059,18
0.117647059,18
0.117647059,18
0.117647059,18
0.117647059,18
0.111111111,18
0.111111111,18
0.111111111,18
0.111111111,18
0.104575163,18
0.104575163,18
0.098039216,18
0.098039216,18
0.098039216,18
0.098039216,18
0.098039216,18
0.098039216,18
0.098039216,18
0.08496732,18
0.08496732,18
0.08496732,18
0.08496732,18
0.08496732,18
0.08496732,18
0.08496732,18
0.08496732,18
0.08496732,18
0.08496732,18
0.078431373,18
0.078431373,18
0.078431373,18
0.071895425,18
0.071895425,18
0.071895425,18
0.071895425,18
0.065359477,18
0.065359477,18
0.058823529,18
0.058823529,18
0.058823529,18
0.058823529,18
0.058823529,18
0.052287582,18
0.052287582,18
0.045751634,18
0.045751634,18
0.045751634,18
0.045751634,18
0.039215686,18
0.039215686,18
0.039215686,18
0.039215686,18
0.039215686,18
0.039215686,18
0.032679739,18
0.032679739,18
0.032679739,18
0.032679739,18
0.032679739,18
0.026143791,18
0.026143791,18
0.019607843,18
0.013071895,18
0.013071895,18
0.013071895,18
0.013071895,18
0.013071895,18
0.013071895,18
0.013071895,18
0.006535948,18
0.006535948,18
0.006535948,18
0.006535948,18
0.006535948,18
0.514705882,17
0.426470588,17
0.382352941,17
0.375,17
0.367647059,17
0.338235294,17
0.330882353,17
0.316176471,17
0.301470588,17
0.272058824,17
0.272058824,17
0.272058824,17
0.272058824,17
0.264705882,17
0.257352941,17
0.257352941,17
0.242647059,17
0.242647059,17
0.242647059,17
0.227941176,17
0.227941176,17
0.227941176,17
0.227941176,17
0.220588235,17
0.220588235,17
0.213235294,17
0.213235294,17
0.205882353,17
0.205882353,17
0.205882353,17
0.205882353,17
0.205882353,17
0.205882353,17
0.198529412,17
0.191176471,17
0.191176471,17
0.191176471,17
0.183823529,17
0.176470588,17
0.169117647,17
0.169117647,17
0.169117647,17
0.161764706,17
0.161764706,17
0.161764706,17
0.161764706,17
0.161764706,17
0.154411765,17
0.154411765,17
0.154411765,17
0.147058824,17
0.147058824,17
0.147058824,17
0.147058824,17
0.147058824,17
0.139705882,17
0.139705882,17
0.139705882,17
0.132352941,17
0.132352941,17
0.132352941,17
0.132352941,17
0.132352941,17
0.132352941,17
0.132352941,17
0.125,17
0.125,17
0.125,17
0.125,17
0.125,17
0.125,17
0.125,17
0.125,17
0.117647059,17
0.117647059,17
0.110294118,17
0.110294118,17
0.110294118,17
0.110294118,17
0.110294118,17
0.110294118,17
0.110294118,17
0.102941176,17
0.102941176,17
0.102941176,17
0.102941176,17
0.102941176,17
0.102941176,17
0.102941176,17
0.102941176,17
0.102941176,17
0.095588235,17
0.095588235,17
0.095588235,17
0.095588235,17
0.095588235,17
0.088235294,17
0.088235294,17
0.088235294,17
0.088235294,17
0.088235294,17
0.080882353,17
0.080882353,17
0.080882353,17
0.080882353,17
0.073529412,17
0.066176471,17
0.066176471,17
0.066176471,17
0.066176471,17
0.058823529,17
0.058823529,17
0.058823529,17
0.051470588,17
0.051470588,17
0.051470588,17
0.051470588,17
0.051470588,17
0.044117647,17
0.044117647,17
0.044117647,17
0.044117647,17
0.044117647,17
0.044117647,17
0.044117647,17
0.044117647,17
0.036764706,17
0.036764706,17
0.036764706,17
0.036764706,17
0.036764706,17
0.029411765,17
0.029411765,17
0.029411765,17
0.029411765,17
0.029411765,17
0.029411765,17
0.029411765,17
0.029411765,17
0.022058824,17
0.022058824,17
0.014705882,17
0.014705882,17
0.014705882,17
0.014705882,17
0.014705882,17
0.007352941,17
0.007352941,17
0.007352941,17
0.007352941,17
0.007352941,17
0.007352941,17
0.616666667,16
0.566666667,16
0.416666667,16
0.316666667,16
0.3,16
0.3,16
0.283333333,16
0.283333333,16
0.283333333,16
0.266666667,16
0.266666667,16
0.258333333,16
0.258333333,16
0.25,16
0.241666667,16
0.241666667,16
0.233333333,16
0.233333333,16
0.233333333,16
0.216666667,16
0.216666667,16
0.216666667,16
0.208333333,16
0.208333333,16
0.208333333,16
0.2,16
0.2,16
0.191666667,16
0.191666667,16
0.191666667,16
0.191666667,16
0.191666667,16
0.175,16
0.175,16
0.175,16
0.175,16
0.166666667,16
0.166666667,16
0.166666667,16
0.158333333,16
0.158333333,16
0.158333333,16
0.158333333,16
0.158333333,16
0.158333333,16
0.158333333,16
0.158333333,16
0.15,16
0.15,16
0.15,16
0.15,16
0.15,16
0.141666667,16
0.141666667,16
0.141666667,16
0.141666667,16
0.141666667,16
0.141666667,16
0.141666667,16
0.133333333,16
0.133333333,16
0.133333333,16
0.133333333,16
0.133333333,16
0.125,16
0.125,16
0.125,16
0.125,16
0.125,16
0.125,16
0.125,16
0.116666667,16
0.116666667,16
0.116666667,16
0.116666667,16
0.116666667,16
0.116666667,16
0.116666667,16
0.116666667,16
0.116666667,16
0.108333333,16
0.108333333,16
0.108333333,16
0.108333333,16
0.108333333,16
0.108333333,16
0.1,16
0.1,16
0.1,16
0.091666667,16
0.091666667,16
0.091666667,16
0.091666667,16
0.091666667,16
0.083333333,16
0.083333333,16
0.083333333,16
0.083333333,16
0.083333333,16
0.083333333,16
0.083333333,16
0.083333333,16
0.083333333,16
0.083333333,16
0.075,16
0.075,16
0.075,16
0.075,16
0.075,16
0.066666667,16
0.066666667,16
0.066666667,16
0.066666667,16
0.066666667,16
0.066666667,16
0.066666667,16
0.066666667,16
0.066666667,16
0.066666667,16
0.066666667,16
0.058333333,16
0.058333333,16
0.058333333,16
0.058333333,16
0.058333333,16
0.058333333,16
0.058333333,16
0.058333333,16
0.058333333,16
0.05,16
0.05,16
0.05,16
0.05,16
0.05,16
0.05,16
0.041666667,16
0.041666667,16
0.041666667,16
0.033333333,16
0.033333333,16
0.033333333,16
0.033333333,16
0.033333333,16
0.025,16
0.025,16
0.025,16
0.025,16
0.016666667,16
0.016666667,16
0.016666667,16
0.016666667,16
0.008333333,16
0.008333333,16
0.008333333,16
0.008333333,16
0.008333333,16
0.008333333,16
0.008333333,16
0.923809524,15
0.580952381,15
0.438095238,15
0.40952381,15
0.40952381,15
0.39047619,15
0.352380952,15
0.342857143,15
0.333333333,15
0.323809524,15
0.314285714,15
0.295238095,15
0.285714286,15
0.285714286,15
0.276190476,15
0.276190476,15
0.276190476,15
0.276190476,15
0.266666667,15
0.266666667,15
0.266666667,15
0.266666667,15
0.257142857,15
0.257142857,15
0.247619048,15
0.247619048,15
0.247619048,15
0.238095238,15
0.238095238,15
0.238095238,15
0.228571429,15
0.228571429,15
0.228571429,15
0.219047619,15
0.219047619,15
0.219047619,15
0.219047619,15
0.219047619,15
0.20952381,15
0.20952381,15
0.20952381,15
0.20952381,15
0.2,15
0.2,15
0.19047619,15
0.19047619,15
0.19047619,15
0.19047619,15
0.180952381,15
0.180952381,15
0.180952381,15
0.171428571,15
0.171428571,15
0.171428571,15
0.171428571,15
0.171428571,15
0.171428571,15
0.171428571,15
0.161904762,15
0.161904762,15
0.161904762,15
0.152380952,15
0.152380952,15
0.152380952,15
0.152380952,15
0.142857143,15
0.142857143,15
0.142857143,15
0.142857143,15
0.133333333,15
0.133333333,15
0.133333333,15
0.133333333,15
0.133333333,15
0.133333333,15
0.133333333,15
0.133333333,15
0.133333333,15
0.133333333,15
0.123809524,15
0.123809524,15
0.123809524,15
0.123809524,15
0.123809524,15
0.123809524,15
0.123809524,15
0.123809524,15
0.123809524,15
0.123809524,15
0.123809524,15
0.114285714,15
0.114285714,15
0.114285714,15
0.114285714,15
0.114285714,15
0.114285714,15
0.114285714,15
0.114285714,15
0.114285714,15
0.114285714,15
0.104761905,15
0.104761905,15
0.104761905,15
0.104761905,15
0.095238095,15
0.095238095,15
0.095238095,15
0.095238095,15
0.095238095,15
0.095238095,15
0.095238095,15
0.095238095,15
0.085714286,15
0.085714286,15
0.085714286,15
0.085714286,15
0.085714286,15
0.085714286,15
0.085714286,15
0.076190476,15
0.076190476,15
0.076190476,15
0.076190476,15
0.076190476,15
0.076190476,15
0.076190476,15
0.076190476,15
0.076190476,15
0.066666667,15
0.066666667,15
0.066666667,15
0.066666667,15
0.057142857,15
0.057142857,15
0.057142857,15
0.057142857,15
0.057142857,15
0.057142857,15
0.047619048,15
0.047619048,15
0.047619048,15
0.047619048,15
0.047619048,15
0.047619048,15
0.047619048,15
0.047619048,15
0.038095238,15
0.038095238,15
0.038095238,15
0.038095238,15
0.038095238,15
0.028571429,15
0.028571429,15
0.028571429,15
0.028571429,15
0.019047619,15
0.019047619,15
0.019047619,15
0.019047619,15
0.019047619,15
0.019047619,15
0.019047619,15
0.00952381,15
0.00952381,15
0.00952381,15
0.00952381,15
0.00952381,15
0.00952381,15
0.00952381,15
0.736263736,14
0.527472527,14
0.516483516,14
0.450549451,14
0.43956044,14
0.417582418,14
0.417582418,14
0.384615385,14
0.373626374,14
0.362637363,14
0.362637363,14
0.32967033,14
0.32967033,14
0.32967033,14
0.32967033,14
0.307692308,14
0.307692308,14
0.307692308,14
0.307692308,14
0.296703297,14
0.296703297,14
0.296703297,14
0.285714286,14
0.285714286,14
0.285714286,14
0.285714286,14
0.274725275,14
0.274725275,14
0.274725275,14
0.263736264,14
0.263736264,14
0.252747253,14
0.241758242,14
0.241758242,14
0.241758242,14
0.230769231,14
0.230769231,14
0.230769231,14
0.21978022,14
0.21978022,14
0.21978022,14
0.21978022,14
0.21978022,14
0.208791209,14
0.208791209,14
0.208791209,14
0.208791209,14
0.208791209,14
0.208791209,14
0.208791209,14
0.208791209,14
0.197802198,14
0.197802198,14
0.197802198,14
0.197802198,14
0.186813187,14
0.186813187,14
0.186813187,14
0.186813187,14
0.186813187,14
0.186813187,14
0.186813187,14
0.186813187,14
0.186813187,14
0.186813187,14
0.175824176,14
0.175824176,14
0.175824176,14
0.175824176,14
0.175824176,14
0.175824176,14
0.164835165,14
0.164835165,14
0.164835165,14
0.164835165,14
0.164835165,14
0.164835165,14
0.164835165,14
0.164835165,14
0.164835165,14
0.164835165,14
0.164835165,14
0.153846154,14
0.153846154,14
0.153846154,14
0.153846154,14
0.153846154,14
0.142857143,14
0.142857143,14
0.142857143,14
0.142857143,14
0.131868132,14
0.131868132,14
0.131868132,14
0.131868132,14
0.131868132,14
0.131868132,14
0.131868132,14
0.131868132,14
0.120879121,14
0.120879121,14
0.120879121,14
0.120879121,14
0.120879121,14
0.10989011,14
0.10989011,14
0.10989011,14
0.10989011,14
0.10989011,14
0.10989011,14
0.10989011,14
0.10989011,14
0.10989011,14
0.10989011,14
0.10989011,14
0.10989011,14
0.10989011,14
0.10989011,14
0.10989011,14
0.10989011,14
0.098901099,14
0.098901099,14
0.098901099,14
0.098901099,14
0.098901099,14
0.098901099,14
0.098901099,14
0.098901099,14
0.098901099,14
0.098901099,14
0.087912088,14
0.087912088,14
0.087912088,14
0.087912088,14
0.087912088,14
0.087912088,14
0.087912088,14
0.076923077,14
0.076923077,14
0.076923077,14
0.076923077,14
0.076923077,14
0.076923077,14
0.076923077,14
0.076923077,14
0.076923077,14
0.076923077,14
0.065934066,14
0.065934066,14
0.065934066,14
0.065934066,14
0.065934066,14
0.065934066,14
0.065934066,14
0.065934066,14
0.065934066,14
0.065934066,14
0.054945055,14
0.054945055,14
0.054945055,14
0.054945055,14
0.054945055,14
0.054945055,14
0.054945055,14
0.054945055,14
0.054945055,14
0.043956044,14
0.043956044,14
0.043956044,14
0.043956044,14
0.043956044,14
0.043956044,14
0.043956044,14
0.043956044,14
0.043956044,14
0.032967033,14
0.032967033,14
0.032967033,14
0.032967033,14
0.032967033,14
0.032967033,14
0.032967033,14
0.032967033,14
0.032967033,14
0.032967033,14
0.032967033,14
0.021978022,14
0.021978022,14
0.021978022,14
0.021978022,14
0.021978022,14
0.021978022,14
0.021978022,14
0.021978022,14
0.021978022,14
0.021978022,14
0.010989011,14
0.010989011,14
0.010989011,14
0.010989011,14
0.010989011,14
0.010989011,14
0.010989011,14
0.010989011,14
0.653846154,13
0.602564103,13
0.551282051,13
0.538461538,13
0.474358974,13
0.435897436,13
0.423076923,13
0.384615385,13
0.371794872,13
0.371794872,13
0.358974359,13
0.358974359,13
0.346153846,13
0.346153846,13
0.333333333,13
0.333333333,13
0.320512821,13
0.307692308,13
0.294871795,13
0.294871795,13
0.294871795,13
0.282051282,13
0.282051282,13
0.282051282,13
0.269230769,13
0.269230769,13
0.269230769,13
0.256410256,13
0.256410256,13
0.256410256,13
0.256410256,13
0.256410256,13
0.243589744,13
0.243589744,13
0.243589744,13
0.243589744,13
0.243589744,13
0.243589744,13
0.230769231,13
0.230769231,13
0.230769231,13
0.230769231,13
0.230769231,13
0.217948718,13
0.217948718,13
0.217948718,13
0.217948718,13
0.217948718,13
0.205128205,13
0.205128205,13
0.205128205,13
0.205128205,13
0.205128205,13
0.205128205,13
0.205128205,13
0.192307692,13
0.192307692,13
0.192307692,13
0.192307692,13
0.192307692,13
0.192307692,13
0.192307692,13
0.192307692,13
0.192307692,13
0.179487179,13
0.179487179,13
0.179487179,13
0.179487179,13
0.179487179,13
0.179487179,13
0.179487179,13
0.166666667,13
0.166666667,13
0.166666667,13
0.166666667,13
0.166666667,13
0.166666667,13
0.153846154,13
0.153846154,13
0.153846154,13
0.153846154,13
0.153846154,13
0.153846154,13
0.153846154,13
0.153846154,13
0.153846154,13
0.153846154,13
0.153846154,13
0.153846154,13
0.141025641,13
0.141025641,13
0.141025641,13
0.141025641,13
0.141025641,13
0.141025641,13
0.141025641,13
0.141025641,13
0.141025641,13
0.141025641,13
0.141025641,13
0.141025641,13
0.141025641,13
0.141025641,13
0.141025641,13
0.128205128,13
0.128205128,13
0.128205128,13
0.128205128,13
0.128205128,13
0.128205128,13
0.128205128,13
0.128205128,13
0.128205128,13
0.128205128,13
0.115384615,13
0.115384615,13
0.115384615,13
0.115384615,13
0.115384615,13
0.115384615,13
0.115384615,13
0.115384615,13
0.102564103,13
0.102564103,13
0.102564103,13
0.102564103,13
0.102564103,13
0.102564103,13
0.102564103,13
0.102564103,13
0.102564103,13
0.102564103,13
0.102564103,13
0.102564103,13
0.102564103,13
0.102564103,13
0.102564103,13
0.102564103,13
0.102564103,13
0.102564103,13
0.08974359,13
0.08974359,13
0.08974359,13
0.08974359,13
0.08974359,13
0.08974359,13
0.08974359,13
0.08974359,13
0.08974359,13
0.08974359,13
0.08974359,13
0.08974359,13
0.08974359,13
0.08974359,13
0.08974359,13
0.08974359,13
0.08974359,13
0.08974359,13
0.08974359,13
0.08974359,13
0.08974359,13
0.076923077,13
0.076923077,13
0.076923077,13
0.076923077,13
0.076923077,13
0.076923077,13
0.076923077,13
0.076923077,13
0.076923077,13
0.076923077,13
0.076923077,13
0.076923077,13
0.076923077,13
0.076923077,13
0.076923077,13
0.064102564,13
0.064102564,13
0.064102564,13
0.064102564,13
0.064102564,13
0.064102564,13
0.064102564,13
0.064102564,13
0.064102564,13
0.064102564,13
0.064102564,13
0.064102564,13
0.064102564,13
0.064102564,13
0.064102564,13
0.064102564,13
0.064102564,13
0.051282051,13
0.051282051,13
0.051282051,13
0.051282051,13
0.051282051,13
0.051282051,13
0.051282051,13
0.051282051,13
0.051282051,13
0.051282051,13
0.051282051,13
0.051282051,13
0.051282051,13
0.038461538,13
0.038461538,13
0.038461538,13
0.038461538,13
0.038461538,13
0.038461538,13
0.038461538,13
0.038461538,13
0.038461538,13
0.038461538,13
0.038461538,13
0.038461538,13
0.038461538,13
0.025641026,13
0.025641026,13
0.025641026,13
0.025641026,13
